ISDN,site.name,Hospital,date,p_eivt2ivt,,p_eivt2ivt represents the percentage of eligible tpa patients that received ivt
London,"Barnet, Enfield and Haringey Mental Health NHS Trust",Magnolia Unit Neuro Rehab Team,Apr 2023-Mar 2024,.,,
London,Central London Community Healthcare NHS Trust,Charing Cross Neuro-rehabilitation Unit,Apr 2019-Mar 2020,.,,
London,Central London Community Healthcare NHS Trust,Charing Cross Neuro-rehabilitation Unit,Apr 2020-Mar 2021,.,,
London,Central London Community Healthcare NHS Trust,Charing Cross Neuro-rehabilitation Unit,Apr 2021-Mar 2022,.,,
London,Central London Community Healthcare NHS Trust,Charing Cross Neuro-rehabilitation Unit,Apr 2022-Mar 2023,.,,
London,Central London Community Healthcare NHS Trust,Charing Cross Neuro-rehabilitation Unit,Apr 2023-Mar 2024,.,,
London,Central and North West London NHS Foundation Trust,St Pancras Hospital,Apr 2019-Mar 2020,.,,
London,Central and North West London NHS Foundation Trust,St Pancras Hospital,Apr 2020-Mar 2021,.,,
London,Central and North West London NHS Foundation Trust,St Pancras Hospital,Apr 2021-Mar 2022,.,,
London,Central and North West London NHS Foundation Trust,St Pancras Hospital,Apr 2022-Mar 2023,.,,
London,Central and North West London NHS Foundation Trust,St Pancras Hospital,Apr 2023-Mar 2024,.,,
London,North East London NHS Foundation Trust,Grays Court Community Hospital,Apr 2019-Mar 2020,.,,
London,North East London NHS Foundation Trust,Meadow Court Community Hospital,Apr 2020-Mar 2021,.,,
London,North East London NHS Foundation Trust,Meadow Court Community Hospital,Apr 2021-Mar 2022,.,,
London,North East London NHS Foundation Trust,Meadow Court Community Hospital,Apr 2022-Mar 2023,.,,
London,North East London NHS Foundation Trust,Meadow Court Community Hospital,Apr 2023-Mar 2024,.,,
London,West London NHS Trust,Clayponds Inpatient Neuro Therapy Team,Apr 2019-Mar 2020,.,,
London,West London NHS Trust,Clayponds Inpatient Neuro Therapy Team,Apr 2020-Mar 2021,.,,
London,West London NHS Trust,Clayponds Inpatient Neuro Therapy Team,Apr 2021-Mar 2022,.,,
London,West London NHS Trust,Clayponds Inpatient Neuro Therapy Team,Apr 2022-Mar 2023,.,,
London,West London NHS Trust,Clayponds Inpatient Neuro Therapy Team,Apr 2023-Mar 2024,.,,
East Midlands,Leicestershire Partnership NHS Trust,Coalville Community Hospital,Apr 2019-Mar 2020,.,,
East Midlands,Leicestershire Partnership NHS Trust,Coalville Community Hospital,Apr 2020-Mar 2021,.,,
East Midlands,Leicestershire Partnership NHS Trust,Coalville Community Hospital,Apr 2021-Mar 2022,.,,
East Midlands,Leicestershire Partnership NHS Trust,Coalville Community Hospital,Apr 2022-Mar 2023,.,,
East Midlands,Leicestershire Partnership NHS Trust,Coalville Community Hospital,Apr 2023-Mar 2024,.,,
East Midlands,Leicestershire Partnership NHS Trust,St Lukes Stroke Rehabilitation Team - Market Harborough Hospital,Apr 2019-Mar 2020,.,,
East Midlands,Leicestershire Partnership NHS Trust,St Lukes Stroke Rehabilitation Team - Market Harborough Hospital,Apr 2020-Mar 2021,.,,
East Midlands,Leicestershire Partnership NHS Trust,St Lukes Stroke Rehabilitation Team - Market Harborough Hospital,Apr 2021-Mar 2022,.,,
East Midlands,Leicestershire Partnership NHS Trust,St Lukes Stroke Rehabilitation Team - Market Harborough Hospital,Apr 2022-Mar 2023,.,,
East Midlands,Leicestershire Partnership NHS Trust,St Lukes Stroke Rehabilitation Team - Market Harborough Hospital,Apr 2023-Mar 2024,.,,
East Midlands,Northamptonshire Healthcare NHS Foundation Trust,Northamptonshire Community Stroke Beds,Apr 2019-Mar 2020,.,,
East Midlands,Northamptonshire Healthcare NHS Foundation Trust,Northamptonshire Community Stroke Beds,Apr 2020-Mar 2021,.,,
East Midlands,Northamptonshire Healthcare NHS Foundation Trust,Northamptonshire Community Stroke Beds,Apr 2021-Mar 2022,.,,
East Midlands,Northamptonshire Healthcare NHS Foundation Trust,Northamptonshire Community Stroke Beds,Apr 2022-Mar 2023,.,,
East Midlands,Northamptonshire Healthcare NHS Foundation Trust,Northamptonshire Community Stroke Beds,Apr 2023-Mar 2024,.,,
East Midlands,University Hospitals of Leicester NHS Trust,Leicester City Stroke Rehabilitation Unit,Apr 2019-Mar 2020,.,,
East Midlands,University Hospitals of Leicester NHS Trust,Leicester City Stroke Rehabilitation Unit,Apr 2020-Mar 2021,.,,
East Midlands,University Hospitals of Leicester NHS Trust,Leicester City Stroke Rehabilitation Unit,Apr 2021-Mar 2022,.,,
East Midlands,University Hospitals of Leicester NHS Trust,Leicester City Stroke Rehabilitation Unit,Apr 2022-Mar 2023,.,,
East Midlands,University Hospitals of Leicester NHS Trust,Leicester City Stroke Rehabilitation Unit,Apr 2023-Mar 2024,.,,
East of England (North),Central London Community Healthcare NHS Trust,Holywell Rehabilitation Unit,Apr 2019-Mar 2020,.,,
East of England (North),Central London Community Healthcare NHS Trust,Holywell Rehabilitation Unit,Apr 2020-Mar 2021,.,,
East of England (North),Central London Community Healthcare NHS Trust,Holywell Rehabilitation Unit,Apr 2021-Mar 2022,.,,
East of England (North),Central London Community Healthcare NHS Trust,Holywell Rehabilitation Unit,Apr 2022-Mar 2023,.,,
East of England (North),Central London Community Healthcare NHS Trust,Holywell Rehabilitation Unit,Apr 2023-Mar 2024,.,,
East of England (North),Norfolk Community Health and Care NHS Trust,Norwich Community Hospital - Beech Ward,Apr 2019-Mar 2020,.,,
East of England (North),Norfolk Community Health and Care NHS Trust,Norwich Community Hospital - Beech Ward,Apr 2020-Mar 2021,.,,
East of England (North),Norfolk Community Health and Care NHS Trust,Norwich Community Hospital - Beech Ward,Apr 2021-Mar 2022,.,,
East of England (North),Norfolk Community Health and Care NHS Trust,Norwich Community Hospital - Beech Ward,Apr 2022-Mar 2023,.,,
East of England (North),Norfolk Community Health and Care NHS Trust,Norwich Community Hospital - Beech Ward,Apr 2023-Mar 2024,.,,
East of England (South),Anglian Community Enterprise CIC,Clacton Hospital,Apr 2019-Mar 2020,.,,
East of England (South),Anglian Community Enterprise CIC,Clacton Hospital,Apr 2020-Mar 2021,.,,
East of England (South),Anglian Community Enterprise CIC,Clacton Hospital,Apr 2021-Mar 2022,.,,
East of England (South),Anglian Community Enterprise CIC,Clacton Hospital,Apr 2022-Mar 2023,.,,
East of England (South),Anglian Community Enterprise CIC,Clacton Hospital,Apr 2023-Mar 2024,.,,
East of England (South),Cambridgeshire and Peterborough NHS Foundation Trust,Cambridge & Peterborough Foundation Trust Inpatient Team,Apr 2019-Mar 2020,.,,
East of England (South),Cambridgeshire and Peterborough NHS Foundation Trust,Cambridge & Peterborough Foundation Trust Inpatient Team,Apr 2020-Mar 2021,.,,
East of England (South),Cambridgeshire and Peterborough NHS Foundation Trust,Cambridge & Peterborough Foundation Trust Inpatient Team,Apr 2021-Mar 2022,.,,
East of England (South),Cambridgeshire and Peterborough NHS Foundation Trust,Cambridge & Peterborough Foundation Trust Inpatient Team,Apr 2022-Mar 2023,.,,
East of England (South),Cambridgeshire and Peterborough NHS Foundation Trust,Cambridge & Peterborough Foundation Trust Inpatient Team,Apr 2023-Mar 2024,.,,
East of England (South),Essex Partnership University NHS Foundation Trust,Cumberlege Intermediate Care Centre,Apr 2019-Mar 2020,.,,
East of England (South),Essex Partnership University NHS Foundation Trust,Cumberlege Intermediate Care Centre,Apr 2020-Mar 2021,.,,
East of England (South),Essex Partnership University NHS Foundation Trust,Cumberlege Intermediate Care Centre,Apr 2021-Mar 2022,.,,
East of England (South),Essex Partnership University NHS Foundation Trust,Cumberlege Intermediate Care Centre,Apr 2022-Mar 2023,.,,
East of England (South),Essex Partnership University NHS Foundation Trust,Cumberlege Intermediate Care Centre,Apr 2023-Mar 2024,.,,
East of England (South),Essex Partnership University NHS Foundation Trust,St Margaret's Hospital Essex,Apr 2019-Mar 2020,.,,
East of England (South),Essex Partnership University NHS Foundation Trust,St Margaret's Hospital Essex,Apr 2020-Mar 2021,.,,
East of England (South),Essex Partnership University NHS Foundation Trust,St Margaret's Hospital Essex,Apr 2021-Mar 2022,.,,
East of England (South),Essex Partnership University NHS Foundation Trust,St Margaret's Hospital Essex,Apr 2022-Mar 2023,.,,
East of England (South),Essex Partnership University NHS Foundation Trust,St Margaret's Hospital Essex,Apr 2023-Mar 2024,.,,
East of England (South),Hertfordshire Community NHS Trust,Danesbury Neurological Centre,Apr 2019-Mar 2020,.,,
East of England (South),Hertfordshire Community NHS Trust,Danesbury Neurological Centre,Apr 2020-Mar 2021,.,,
East of England (South),Hertfordshire Community NHS Trust,Danesbury Neurological Centre,Apr 2021-Mar 2022,.,,
East of England (South),Hertfordshire Community NHS Trust,Danesbury Neurological Centre,Apr 2022-Mar 2023,.,,
East of England (South),Hertfordshire Community NHS Trust,Danesbury Neurological Centre,Apr 2023-Mar 2024,.,,
East of England (South),Provide,St Peter's Community Hospital Rehab Unit,Apr 2019-Mar 2020,.,,
East of England (South),Provide,St Peter's Community Hospital Rehab Unit,Apr 2020-Mar 2021,.,,
East of England (South),Provide,St Peter's Community Hospital Rehab Unit,Apr 2021-Mar 2022,.,,
East of England (South),Provide,St Peter's Community Hospital Rehab Unit,Apr 2022-Mar 2023,.,,
East of England (South),Provide,Bayman Ward-Brentwood Community Hospital,Apr 2023-Mar 2024,.,,
West Midlands,Birmingham Community Healthcare NHS Foundation Trust,Moseley Hall Stroke Rehabilitation Unit,Apr 2019-Mar 2020,.,,
West Midlands,Birmingham Community Healthcare NHS Foundation Trust,Moseley Hall Stroke Rehabilitation Unit,Apr 2020-Mar 2021,.,,
West Midlands,Birmingham Community Healthcare NHS Foundation Trust,Moseley Hall Stroke Rehabilitation Unit,Apr 2021-Mar 2022,.,,
West Midlands,Birmingham Community Healthcare NHS Foundation Trust,Moseley Hall Stroke Rehabilitation Unit,Apr 2022-Mar 2023,.,,
West Midlands,Birmingham Community Healthcare NHS Foundation Trust,Moseley Hall Stroke Rehabilitation Unit,Apr 2023-Mar 2024,.,,
West Midlands,George Eliot Hospital NHS Trust,George Eliot Hospital,Apr 2019-Mar 2020,.,,
West Midlands,George Eliot Hospital NHS Trust,George Eliot Hospital,Apr 2020-Mar 2021,.,,
West Midlands,George Eliot Hospital NHS Trust,George Eliot Hospital,Apr 2021-Mar 2022,.,,
West Midlands,George Eliot Hospital NHS Trust,George Eliot Hospital,Apr 2022-Mar 2023,.,,
West Midlands,George Eliot Hospital NHS Trust,George Eliot Hospital,Apr 2023-Mar 2024,.,,
West Midlands,Herefordshire and Worcestershire Health and Care NHS Trust,Worcestershire Stroke Rehabilitation Unit,Apr 2019-Mar 2020,.,,
West Midlands,Herefordshire and Worcestershire Health and Care NHS Trust,Worcestershire Stroke Rehabilitation Unit,Apr 2020-Mar 2021,.,,
West Midlands,Herefordshire and Worcestershire Health and Care NHS Trust,Worcestershire Stroke Rehabilitation Unit,Apr 2021-Mar 2022,.,,
West Midlands,Herefordshire and Worcestershire Health and Care NHS Trust,Worcestershire Stroke Rehabilitation Unit,Apr 2022-Mar 2023,.,,
West Midlands,Herefordshire and Worcestershire Health and Care NHS Trust,Worcestershire Stroke Rehabilitation Unit,Apr 2023-Mar 2024,.,,
West Midlands,Midlands Partnership NHS Foundation Trust,Staffordshire Rehabilitation Team,Apr 2019-Mar 2020,.,,
West Midlands,Midlands Partnership NHS Foundation Trust,Staffordshire Rehabilitation Team,Apr 2020-Mar 2021,.,,
West Midlands,Midlands Partnership NHS Foundation Trust,Staffordshire Rehabilitation Team,Apr 2021-Mar 2022,.,,
West Midlands,Midlands Partnership NHS Foundation Trust,Staffordshire Rehabilitation Team,Apr 2022-Mar 2023,.,,
West Midlands,Midlands Partnership NHS Foundation Trust,Staffordshire Rehabilitation Team,Apr 2023-Mar 2024,.,,
West Midlands,South Warwickshire NHS Foundation Trust,Feldon Stroke Rehabilitation Unit SWFT,Apr 2019-Mar 2020,.,,
West Midlands,South Warwickshire NHS Foundation Trust,Feldon Stroke Rehabilitation Unit SWFT,Apr 2020-Mar 2021,.,,
West Midlands,South Warwickshire NHS Foundation Trust,Feldon Stroke Rehabilitation Unit SWFT,Apr 2021-Mar 2022,.,,
West Midlands,South Warwickshire NHS Foundation Trust,Feldon Stroke Rehabilitation Unit SWFT,Apr 2022-Mar 2023,.,,
West Midlands,South Warwickshire University NHS Foundation Trust,Feldon Stroke Rehabilitation Unit SWFT,Apr 2023-Mar 2024,.,,
West Midlands,Walsall Healthcare NHS Trust,Walsall Inpatient Rehab Team,Apr 2019-Mar 2020,.,,
West Midlands,Walsall Healthcare NHS Trust,Walsall Inpatient Rehab Team,Apr 2020-Mar 2021,.,,
West Midlands,Walsall Healthcare NHS Trust,Walsall Inpatient Rehab Team,Apr 2021-Mar 2022,.,,
West Midlands,Walsall Healthcare NHS Trust,Walsall Inpatient Rehab Team,Apr 2022-Mar 2023,.,,
West Midlands,Walsall Healthcare NHS Trust,Walsall Inpatient Rehab Team,Apr 2023-Mar 2024,.,,
Humber Coast and Vale,City Health Care Partnership CIC,"Rossmore Unit, Hull Integrated Stroke Service",Apr 2019-Mar 2020,.,,
Humber Coast and Vale,City Health Care Partnership CIC,"Rossmore Unit, Hull Integrated Stroke Service",Apr 2020-Mar 2021,.,,
Humber Coast and Vale,City Health Care Partnership CIC,"Rossmore Unit, Hull Integrated Stroke Service",Apr 2021-Mar 2022,.,,
Humber Coast and Vale,City Health Care Partnership CIC,"Rossmore Unit, Hull Integrated Stroke Service",Apr 2022-Mar 2023,.,,
Humber Coast and Vale,City Health Care Partnership CIC,"Rossmore Unit, Hull Integrated Stroke Service",Apr 2023-Mar 2024,.,,
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Pendle Community Hospital - Marsden Stroke Unit,Apr 2019-Mar 2020,.,,
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Pendle Community Hospital - Marsden Stroke Unit,Apr 2020-Mar 2021,.,,
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Pendle Community Hospital - Marsden Stroke Unit,Apr 2021-Mar 2022,.,,
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Pendle Community Hospital - Marsden Stroke Unit,Apr 2022-Mar 2023,.,,
Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,Pendle Community Hospital - Marsden Stroke Unit,Apr 2023-Mar 2024,.,,
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Chorley and South Ribble Hospital,Apr 2019-Mar 2020,.,,
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Chorley and South Ribble Hospital,Apr 2020-Mar 2021,.,,
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Chorley and South Ribble Hospital,Apr 2021-Mar 2022,.,,
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Chorley and South Ribble Hospital,Apr 2022-Mar 2023,.,,
Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,Chorley and South Ribble Hospital,Apr 2023-Mar 2024,.,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Penrith Community Hospital,Apr 2019-Mar 2020,.,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Penrith Community Hospital,Apr 2020-Mar 2021,.,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Penrith Community Hospital,Apr 2021-Mar 2022,.,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Penrith Community Hospital,Apr 2022-Mar 2023,.,,
North East and North Cumbria,North Cumbria Integrated Care NHS Foundation Trust,Penrith Community Hospital,Apr 2023-Mar 2024,.,,
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Montagu Hospital,Apr 2019-Mar 2020,.,,
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Montagu Hospital,Apr 2020-Mar 2021,.,,
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Montagu Hospital,Apr 2021-Mar 2022,.,,
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Montagu Hospital,Apr 2022-Mar 2023,.,,
South Yorkshire and Bassetlaw,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,Montagu Hospital,Apr 2023-Mar 2024,.,,
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Sheffield Stroke Pathway Assessment and Rehabilitation Centre (SPARC),Apr 2019-Mar 2020,.,,
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Sheffield Stroke Pathway Assessment and Rehabilitation Centre (SPARC),Apr 2020-Mar 2021,.,,
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Sheffield Stroke Pathway Assessment and Rehabilitation Centre (SPARC),Apr 2021-Mar 2022,.,,
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Sheffield Stroke Pathway Assessment and Rehabilitation Centre (SPARC),Apr 2022-Mar 2023,.,,
South Yorkshire and Bassetlaw,Sheffield Teaching Hospitals NHS Foundation Trust,Sheffield Stroke Pathway Assessment and Rehabilitation Centre (SPARC),Apr 2023-Mar 2024,.,,
South Yorkshire and Bassetlaw,South West Yorkshire Partnership NHS Foundation Trust,Kendray Hospital,Apr 2019-Mar 2020,.,,
South Yorkshire and Bassetlaw,South West Yorkshire Partnership NHS Foundation Trust,Kendray Hospital,Apr 2020-Mar 2021,.,,
South Yorkshire and Bassetlaw,South West Yorkshire Partnership NHS Foundation Trust,Kendray Hospital,Apr 2021-Mar 2022,.,,
South Yorkshire and Bassetlaw,South West Yorkshire Partnership NHS Foundation Trust,Kendray Hospital,Apr 2022-Mar 2023,.,,
South Yorkshire and Bassetlaw,South West Yorkshire Partnership NHS Foundation Trust,Kendray Hospital,Apr 2023-Mar 2024,.,,
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,Bradley  Unit,Apr 2019-Mar 2020,.,,
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,Bradley  Unit,Apr 2020-Mar 2021,.,,
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,Bradley  Unit,Apr 2021-Mar 2022,.,,
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,Bradley  Unit,Apr 2022-Mar 2023,.,,
Frimley ICS and Surrey Heartlands,Ashford and St Peter's Hospitals NHS Foundation Trust,Bradley  Unit,Apr 2023-Mar 2024,.,,
Frimley ICS and Surrey Heartlands,CSH Surrey,New Epsom and Ewell Community Hospital,Apr 2019-Mar 2020,.,,
Frimley ICS and Surrey Heartlands,CSH Surrey,New Epsom and Ewell Community Hospital,Apr 2020-Mar 2021,.,,
Frimley ICS and Surrey Heartlands,CSH Surrey,New Epsom and Ewell Community Hospital,Apr 2021-Mar 2022,.,,
Frimley ICS and Surrey Heartlands,CSH Surrey,New Epsom and Ewell Community Hospital,Apr 2022-Mar 2023,.,,
Frimley ICS and Surrey Heartlands,CSH Surrey,New Epsom and Ewell Community Hospital,Apr 2023-Mar 2024,.,,
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Wexham Park Hospital,Apr 2019-Mar 2020,.,,
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Wexham Park Hospital,Apr 2020-Mar 2021,.,,
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Wexham Park Hospital,Apr 2021-Mar 2022,.,,
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Wexham Park Hospital,Apr 2022-Mar 2023,.,,
Frimley ICS and Surrey Heartlands,Frimley Health NHS Foundation Trust,Wexham Park Hospital,Apr 2023-Mar 2024,.,,
Frimley ICS and Surrey Heartlands,Virgin Care Ltd,Farnham Hospital Inpatient Rehab Team,Apr 2019-Mar 2020,.,,
Frimley ICS and Surrey Heartlands,Virgin Care Ltd,Farnham Hospital Inpatient Rehab Team,Apr 2020-Mar 2021,.,,
Frimley ICS and Surrey Heartlands,Virgin Care Ltd,Farnham Hospital Inpatient Rehab Team,Apr 2021-Mar 2022,.,,
Frimley ICS and Surrey Heartlands,Virgin Care Ltd,Farnham Hospital Inpatient Rehab Team,Apr 2022-Mar 2023,.,,
Frimley ICS and Surrey Heartlands,Virgin Care Ltd,Farnham Hospital Inpatient Rehab Team,Apr 2023-Mar 2024,.,,
Kent and Medway,Virgin Care Ltd,Sapphire Unit - Gravesham Community Hospital,Apr 2019-Mar 2020,.,,
Kent and Medway,Virgin Care Ltd,Sapphire Unit - Gravesham Community Hospital,Apr 2020-Mar 2021,.,,
Kent and Medway,Virgin Care Ltd,Sapphire Unit - Gravesham Community Hospital,Apr 2021-Mar 2022,.,,
Kent and Medway,Virgin Care Ltd,Sapphire Unit - Gravesham Community Hospital,Apr 2022-Mar 2023,.,,
Kent and Medway,Virgin Care Ltd,Sapphire Unit - Gravesham Community Hospital,Apr 2023-Mar 2024,.,,
SW Peninsula,Cornwall Partnership NHS Foundation Trust,Lanyon Stroke Rehabilitation Unit,Apr 2019-Mar 2020,.,,
SW Peninsula,Cornwall Partnership NHS Foundation Trust,Lanyon Stroke Rehabilitation Unit,Apr 2020-Mar 2021,.,,
SW Peninsula,Cornwall Partnership NHS Foundation Trust,Lanyon Stroke Rehabilitation Unit,Apr 2021-Mar 2022,.,,
SW Peninsula,Cornwall Partnership NHS Foundation Trust,Lanyon Stroke Rehabilitation Unit,Apr 2022-Mar 2023,.,,
SW Peninsula,Cornwall Partnership NHS Foundation Trust,Lanyon Stroke Rehabilitation Unit,Apr 2023-Mar 2024,.,,
SW Peninsula,Cornwall Partnership NHS Foundation Trust,Woodfield Stroke Rehabilitation Unit,Apr 2019-Mar 2020,.,,
SW Peninsula,Cornwall Partnership NHS Foundation Trust,Woodfield Stroke Rehabilitation Unit,Apr 2020-Mar 2021,.,,
SW Peninsula,Cornwall Partnership NHS Foundation Trust,Woodfield Stroke Rehabilitation Unit,Apr 2021-Mar 2022,.,,
SW Peninsula,Cornwall Partnership NHS Foundation Trust,Woodfield Stroke Rehabilitation Unit,Apr 2022-Mar 2023,.,,
SW Peninsula,Cornwall Partnership NHS Foundation Trust,Woodfield Stroke Rehabilitation Unit,Apr 2023-Mar 2024,.,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,East Devon Community Stroke Rehab Unit,Apr 2019-Mar 2020,.,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,East Devon Community Stroke Rehab Unit,Apr 2020-Mar 2021,.,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,East Devon Community Stroke Rehab Unit,Apr 2021-Mar 2022,.,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,East Devon Community Stroke Rehab Unit,Apr 2022-Mar 2023,.,,
SW Peninsula,Royal Devon University Healthcare NHS Foundation Trust,East Devon Community Stroke Rehab Unit,Apr 2023-Mar 2024,.,,
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Newton Abbot Hospital,Apr 2019-Mar 2020,.,,
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Newton Abbot Hospital,Apr 2020-Mar 2021,.,,
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Newton Abbot Hospital,Apr 2021-Mar 2022,.,,
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Newton Abbot Hospital,Apr 2022-Mar 2023,.,,
SW Peninsula,Torbay and South Devon NHS Foundation Trust,Newton Abbot Hospital,Apr 2023-Mar 2024,.,,
SW Peninsula,University Hospitals Plymouth NHS Trust,Mount Gould Hospital,Apr 2019-Mar 2020,.,,
SW Peninsula,University Hospitals Plymouth NHS Trust,Mount Gould Hospital,Apr 2020-Mar 2021,.,,
SW Peninsula,University Hospitals Plymouth NHS Trust,"Wembury, Stroke Rehabilitation",Apr 2021-Mar 2022,.,,
SW Peninsula,University Hospitals Plymouth NHS Trust,"Wembury, Stroke Rehabilitation",Apr 2022-Mar 2023,.,,
SW Peninsula,University Hospitals Plymouth NHS Trust,"Wembury, Stroke Rehabilitation",Apr 2023-Mar 2024,.,,
Sussex,East Sussex Healthcare NHS Trust,Bexhill Hospital - Irvine Unit,Apr 2019-Mar 2020,.,,
Sussex,East Sussex Healthcare NHS Trust,Bexhill Hospital - Irvine Unit,Apr 2020-Mar 2021,.,,
Sussex,East Sussex Healthcare NHS Trust,Bexhill Hospital - Irvine Unit,Apr 2021-Mar 2022,.,,
Sussex,East Sussex Healthcare NHS Trust,Bexhill Hospital - Irvine Unit,Apr 2022-Mar 2023,.,,
Sussex,East Sussex Healthcare NHS Trust,Bexhill Hospital - Irvine Unit,Apr 2023-Mar 2024,.,,
Sussex,Sussex Community NHS Foundation Trust,Crawley Hospital Stroke Rehab Ward,Apr 2019-Mar 2020,.,,
Sussex,Sussex Community NHS Foundation Trust,Crawley Hospital Stroke Rehab Ward,Apr 2020-Mar 2021,.,,
Sussex,Sussex Community NHS Foundation Trust,Crawley Hospital Stroke Rehab Ward,Apr 2021-Mar 2022,.,,
Sussex,Sussex Community NHS Foundation Trust,Crawley Hospital Stroke Rehab Ward,Apr 2022-Mar 2023,.,,
Sussex,Sussex Community NHS Foundation Trust,Crawley Hospital Stroke Rehab Ward,Apr 2023-Mar 2024,.,,
Thames Valley (BOB),Berkshire Healthcare NHS Foundation Trust,Berkshire West Neuro Inpatient Team,Apr 2019-Mar 2020,.,,
Thames Valley (BOB),Berkshire Healthcare NHS Foundation Trust,Berkshire West Neuro Inpatient Team,Apr 2020-Mar 2021,.,,
Thames Valley (BOB),Berkshire Healthcare NHS Foundation Trust,Berkshire West Neuro Inpatient Team,Apr 2021-Mar 2022,.,,
Thames Valley (BOB),Berkshire Healthcare NHS Foundation Trust,Berkshire West Neuro Inpatient Team,Apr 2022-Mar 2023,.,,
Thames Valley (BOB),Berkshire Healthcare NHS Foundation Trust,Berkshire West Neuro Inpatient Team,Apr 2023-Mar 2024,.,,
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Buckinghamshire Neurorehabilitation Unit,Apr 2019-Mar 2020,.,,
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Buckinghamshire Neurorehabilitation Unit,Apr 2020-Mar 2021,.,,
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Buckinghamshire Neurorehabilitation Unit,Apr 2021-Mar 2022,.,,
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Buckinghamshire Neurorehabilitation Unit,Apr 2022-Mar 2023,.,,
Thames Valley (BOB),Buckinghamshire Healthcare NHS Trust,Buckinghamshire Neurorehabilitation Unit,Apr 2023-Mar 2024,.,,
Thames Valley (BOB),Oxford Health NHS Foundation Trust,Oxfordshire Stroke Rehabilitation Unit,Apr 2019-Mar 2020,.,,
Thames Valley (BOB),Oxford Health NHS Foundation Trust,Oxfordshire Stroke Rehabilitation Unit,Apr 2020-Mar 2021,.,,
Thames Valley (BOB),Oxford Health NHS Foundation Trust,Oxfordshire Stroke Rehabilitation Unit,Apr 2021-Mar 2022,.,,
Thames Valley (BOB),Oxford Health NHS Foundation Trust,Oxfordshire Stroke Rehabilitation Unit,Apr 2022-Mar 2023,.,,
Thames Valley (BOB),Oxford Health NHS Foundation Trust,Oxfordshire Stroke Rehabilitation Unit,Apr 2023-Mar 2024,.,,
Wessex,Southern Health NHS Foundation Trust,Lymington New Forest Hospital,Apr 2019-Mar 2020,.,,
Wessex,Southern Health NHS Foundation Trust,Lymington New Forest Hospital,Apr 2020-Mar 2021,.,,
